step,layer,proj,A_l2,B_l2,A_max,B_max,A_nan,B_nan
1,31,k,0.000000e+00,2.917827e-02,0.000000e+00,5.838970e-03,0,0
1,31,v,0.000000e+00,9.405583e-02,0.000000e+00,7.573359e-03,0,0
1,31,o,0.000000e+00,6.526407e-02,0.000000e+00,3.323996e-03,0,0
1,32,q,0.000000e+00,3.415979e-02,0.000000e+00,4.074750e-03,0,0
1,32,k,0.000000e+00,3.243463e-02,0.000000e+00,6.435698e-03,0,0
1,32,v,0.000000e+00,8.365865e-02,0.000000e+00,5.064694e-03,0,0
1,32,o,0.000000e+00,5.540549e-02,0.000000e+00,3.570795e-03,0,0
1,33,q,0.000000e+00,3.782682e-02,0.000000e+00,5.807814e-03,0,0
1,33,k,0.000000e+00,4.683589e-02,0.000000e+00,1.128178e-02,0,0
1,33,v,0.000000e+00,9.043999e-02,0.000000e+00,6.641719e-03,0,0
1,33,o,0.000000e+00,4.519613e-02,0.000000e+00,1.767623e-03,0,0
1,34,q,0.000000e+00,4.236223e-02,0.000000e+00,7.055572e-03,0,0
1,34,k,0.000000e+00,3.871687e-02,0.000000e+00,6.121229e-03,0,0
1,34,v,0.000000e+00,1.077581e-01,0.000000e+00,1.181495e-02,0,0
1,34,o,0.000000e+00,6.903477e-02,0.000000e+00,5.102658e-03,0,0
1,35,q,0.000000e+00,6.340841e-02,0.000000e+00,9.475236e-03,0,0
1,35,k,0.000000e+00,6.478212e-02,0.000000e+00,1.284898e-02,0,0
1,35,v,0.000000e+00,1.433967e-01,0.000000e+00,1.348930e-02,0,0
1,35,o,0.000000e+00,6.467991e-02,0.000000e+00,4.976298e-03,0,0
1,36,q,0.000000e+00,4.827945e-02,0.000000e+00,5.279323e-03,0,0
1,36,k,0.000000e+00,3.625675e-02,0.000000e+00,6.562434e-03,0,0
1,36,v,0.000000e+00,1.034087e-01,0.000000e+00,9.795263e-03,0,0
1,36,o,0.000000e+00,6.343947e-02,0.000000e+00,4.826550e-03,0,0
1,37,q,0.000000e+00,4.757673e-02,0.000000e+00,7.304652e-03,0,0
1,37,k,0.000000e+00,6.643538e-02,0.000000e+00,1.298299e-02,0,0
1,37,v,0.000000e+00,1.321067e-01,0.000000e+00,9.042278e-03,0,0
1,37,o,0.000000e+00,8.207405e-02,0.000000e+00,7.315922e-03,0,0
1,38,q,0.000000e+00,9.140219e-02,0.000000e+00,2.205694e-02,0,0
1,38,k,0.000000e+00,8.314678e-02,0.000000e+00,2.372368e-02,0,0
1,38,v,0.000000e+00,8.303595e-02,0.000000e+00,5.544187e-03,0,0
1,38,o,0.000000e+00,5.963024e-02,0.000000e+00,4.521876e-03,0,0
1,39,q,0.000000e+00,3.998483e-02,0.000000e+00,5.129320e-03,0,0
1,39,k,0.000000e+00,3.076995e-02,0.000000e+00,5.123348e-03,0,0
1,39,v,0.000000e+00,6.436059e-02,0.000000e+00,6.145420e-03,0,0
1,39,o,0.000000e+00,6.413725e-02,0.000000e+00,6.007116e-03,0,0
1,40,q,0.000000e+00,5.222380e-02,0.000000e+00,8.073590e-03,0,0
1,40,k,0.000000e+00,4.837735e-02,0.000000e+00,9.507398e-03,0,0
1,40,v,0.000000e+00,6.523264e-02,0.000000e+00,3.824993e-03,0,0
1,40,o,0.000000e+00,6.217450e-02,0.000000e+00,5.033881e-03,0,0
1,41,q,0.000000e+00,3.806611e-02,0.000000e+00,6.085472e-03,0,0
1,41,k,0.000000e+00,2.787755e-02,0.000000e+00,6.020826e-03,0,0
1,41,v,0.000000e+00,8.031926e-02,0.000000e+00,5.347065e-03,0,0
1,41,o,0.000000e+00,4.149767e-02,0.000000e+00,2.820447e-03,0,0
1,42,q,0.000000e+00,4.888575e-02,0.000000e+00,5.855504e-03,0,0
1,42,k,0.000000e+00,6.375976e-02,0.000000e+00,1.763919e-02,0,0
1,42,v,0.000000e+00,7.342808e-02,0.000000e+00,6.717934e-03,0,0
1,42,o,0.000000e+00,4.890584e-02,0.000000e+00,3.971796e-03,0,0
1,43,q,0.000000e+00,6.348995e-02,0.000000e+00,7.603653e-03,0,0
1,43,k,0.000000e+00,6.690952e-02,0.000000e+00,1.392583e-02,0,0
1,43,v,0.000000e+00,6.584092e-02,0.000000e+00,4.126817e-03,0,0
1,43,o,0.000000e+00,5.479278e-02,0.000000e+00,4.065821e-03,0,0
1,44,q,0.000000e+00,5.705736e-02,0.000000e+00,7.228165e-03,0,0
1,44,k,0.000000e+00,4.225784e-02,0.000000e+00,7.524188e-03,0,0
1,44,v,0.000000e+00,9.938227e-02,0.000000e+00,1.101162e-02,0,0
1,44,o,0.000000e+00,8.345547e-02,0.000000e+00,9.953762e-03,0,0
1,45,q,0.000000e+00,1.093960e-01,0.000000e+00,2.096655e-02,0,0
1,45,k,0.000000e+00,6.634475e-02,0.000000e+00,1.151744e-02,0,0
1,45,v,0.000000e+00,1.088532e-01,0.000000e+00,1.109941e-02,0,0
1,45,o,0.000000e+00,6.905332e-02,0.000000e+00,8.256279e-03,0,0
1,46,q,0.000000e+00,7.349327e-02,0.000000e+00,1.390072e-02,0,0
1,46,k,0.000000e+00,7.354944e-02,0.000000e+00,1.723528e-02,0,0
1,46,v,0.000000e+00,8.913662e-02,0.000000e+00,8.972546e-03,0,0
1,46,o,0.000000e+00,7.111367e-02,0.000000e+00,9.417657e-03,0,0
1,47,q,0.000000e+00,6.477951e-02,0.000000e+00,6.060305e-03,0,0
1,47,k,0.000000e+00,1.067674e-01,0.000000e+00,2.527682e-02,0,0
1,47,v,0.000000e+00,1.816628e-01,0.000000e+00,3.361768e-02,0,0
1,47,o,0.000000e+00,1.600556e-01,0.000000e+00,8.016514e-03,0,0
2,0,q,1.561629e-02,1.000976e-01,3.866211e-04,2.499623e-02,0,0
2,0,k,7.742725e-03,6.307917e-02,5.911143e-04,8.569152e-03,0,0
2,0,v,4.628428e-02,3.548247e-01,7.106046e-03,2.154829e-02,0,0
2,0,o,1.606758e-01,3.799949e-01,1.748914e-02,2.419293e-02,0,0
2,1,q,5.733218e-04,3.544741e-03,1.690374e-04,5.183979e-04,0,0
2,1,k,6.534941e-04,4.025350e-03,1.062717e-04,3.957206e-04,0,0
2,1,v,1.952782e-02,1.313556e-01,5.707155e-03,2.325170e-02,0,0
2,1,o,2.210905e-02,5.969886e-02,1.607779e-03,3.623718e-03,0,0
2,2,q,2.416225e-03,2.116342e-02,3.716611e-04,4.166710e-03,0,0
2,2,k,1.574792e-03,1.559194e-02,2.343713e-04,3.663419e-03,0,0
2,2,v,2.759306e-02,1.401808e-01,5.481421e-03,1.139130e-02,0,0
2,2,o,3.809261e-02,1.168524e-01,2.107964e-03,8.893501e-03,0,0
2,3,q,1.195940e-02,3.681824e-02,1.685307e-03,5.238578e-03,0,0
2,3,k,8.202423e-03,7.961688e-02,1.086217e-03,2.625813e-02,0,0
2,3,v,4.753992e-02,2.160121e-01,8.389519e-03,1.375130e-02,0,0
2,3,o,5.598835e-02,1.348146e-01,3.037464e-03,5.226721e-03,0,0
2,4,q,1.232434e-02,4.024255e-02,1.615760e-03,2.865637e-03,0,0
2,4,k,5.619445e-03,3.413912e-02,5.628524e-04,8.528244e-03,0,0
2,4,v,3.856028e-02,1.955260e-01,4.447306e-03,1.346315e-02,0,0
2,4,o,6.955105e-02,1.741285e-01,2.783012e-03,9.688866e-03,0,0
2,5,q,1.920714e-02,1.027602e-01,2.385736e-03,2.212073e-02,0,0
2,5,k,9.445801e-03,7.955633e-02,1.332110e-03,1.962261e-02,0,0
2,5,v,3.689060e-02,1.715152e-01,8.627588e-03,1.560238e-02,0,0
2,5,o,5.279332e-02,1.525331e-01,2.760138e-03,1.038301e-02,0,0
2,6,q,2.450159e-02,1.129633e-01,3.456037e-03,2.939666e-02,0,0
2,6,k,1.148475e-02,9.631879e-02,1.553332e-03,2.342946e-02,0,0
2,6,v,3.604796e-02,2.449777e-01,7.129705e-03,2.729758e-02,0,0
2,6,o,5.514891e-02,9.184559e-02,3.795775e-03,5.576466e-03,0,0
2,7,q,2.179275e-02,8.762146e-02,2.502396e-03,1.406840e-02,0,0
2,7,k,8.109297e-03,1.053313e-01,9.104589e-04,2.439423e-02,0,0
2,7,v,3.758791e-02,1.929674e-01,5.950682e-03,1.436188e-02,0,0
2,7,o,4.588551e-02,8.456123e-02,2.054172e-03,5.848048e-03,0,0
2,8,q,2.131145e-02,1.060180e-01,2.226739e-03,2.001370e-02,0,0
2,8,k,1.238507e-02,1.187016e-01,1.060336e-03,3.369947e-02,0,0
2,8,v,3.332781e-02,1.923209e-01,4.440377e-03,1.804228e-02,0,0
2,8,o,4.557354e-02,8.734376e-02,4.626767e-03,3.794027e-03,0,0
2,9,q,1.447085e-02,5.868207e-02,1.571230e-03,6.506447e-03,0,0
2,9,k,6.281628e-03,6.848474e-02,5.268712e-04,2.490149e-02,0,0
2,9,v,2.654877e-02,1.210832e-01,5.411762e-03,1.068849e-02,0,0
2,9,o,4.399542e-02,9.833652e-02,3.035195e-03,3.699789e-03,0,0
2,10,q,2.156393e-02,1.621233e-01,1.919131e-03,6.562305e-02,0,0
2,10,k,8.598494e-03,7.949069e-02,7.947465e-04,2.681027e-02,0,0
2,10,v,2.360219e-02,1.078999e-01,6.211473e-03,1.122604e-02,0,0
2,10,o,3.999225e-02,6.925166e-02,2.331371e-03,2.497410e-03,0,0
2,11,q,2.365486e-02,9.718967e-02,2.726348e-03,1.901886e-02,0,0
2,11,k,9.414751e-03,7.615633e-02,1.117436e-03,3.022429e-02,0,0
2,11,v,2.527599e-02,1.699022e-01,3.743751e-03,1.959817e-02,0,0
2,11,o,4.270922e-02,7.855898e-02,4.395254e-03,2.324378e-03,0,0
2,12,q,2.471714e-02,8.629009e-02,2.856270e-03,2.317099e-02,0,0
2,12,k,1.027214e-02,1.013398e-01,1.542244e-03,3.736500e-02,0,0
2,12,v,2.291134e-02,1.166974e-01,4.315837e-03,8.155167e-03,0,0
2,12,o,4.900713e-02,9.397483e-02,4.225547e-03,4.709220e-03,0,0
2,13,q,1.519360e-02,6.292986e-02,1.773483e-03,1.322961e-02,0,0
2,13,k,5.975305e-03,4.315767e-02,7.333350e-04,1.211259e-02,0,0
2,13,v,1.747496e-02,8.792050e-02,4.777773e-03,5.383164e-03,0,0
2,13,o,3.501946e-02,5.763411e-02,2.455533e-03,2.103569e-03,0,0
2,14,q,1.222361e-02,5.059707e-02,1.649538e-03,1.406079e-02,0,0
2,14,k,6.013498e-03,3.724163e-02,9.505159e-04,8.284200e-03,0,0
2,14,v,1.409329e-02,6.073925e-02,3.215384e-03,4.568796e-03,0,0
2,14,o,3.286829e-02,7.264569e-02,1.723286e-03,3.043741e-03,0,0
2,15,q,1.525570e-02,5.315567e-02,1.786083e-03,7.724065e-03,0,0
2,15,k,5.663724e-03,3.609029e-02,7.494950e-04,4.846198e-03,0,0
2,15,v,1.351270e-02,6.700177e-02,3.421880e-03,5.048537e-03,0,0
2,15,o,3.318721e-02,6.577126e-02,1.489894e-03,2.746727e-03,0,0
2,16,q,1.237570e-02,3.718537e-02,1.432794e-03,5.358559e-03,0,0
2,16,k,5.928187e-03,3.850618e-02,8.722124e-04,8.294231e-03,0,0
2,16,v,1.786542e-02,9.102351e-02,2.663665e-03,8.802805e-03,0,0
2,16,o,3.448697e-02,6.079348e-02,1.955647e-03,2.494379e-03,0,0
2,17,q,1.529702e-02,4.702711e-02,2.167819e-03,6.235785e-03,0,0
2,17,k,7.037843e-03,5.675565e-02,1.189015e-03,1.945802e-02,0,0
2,17,v,1.244201e-02,8.587417e-02,3.754953e-03,1.149064e-02,0,0
2,17,o,2.295447e-02,4.545420e-02,2.010942e-03,1.879560e-03,0,0
2,18,q,1.082950e-02,4.530936e-02,1.471398e-03,1.028616e-02,0,0
2,18,k,3.641603e-03,3.493698e-02,4.670132e-04,7.682199e-03,0,0
2,18,v,1.369081e-02,7.772229e-02,3.373654e-03,8.982803e-03,0,0
2,18,o,3.031167e-02,7.060518e-02,2.850231e-03,3.331000e-03,0,0
2,19,q,1.505182e-02,8.704014e-02,1.674372e-03,3.499322e-02,0,0
2,19,k,4.511783e-03,6.531966e-02,6.099701e-04,1.690875e-02,0,0
2,19,v,1.582376e-02,7.314942e-02,3.567613e-03,6.643061e-03,0,0
2,19,o,3.992254e-02,6.251638e-02,4.277585e-03,2.445680e-03,0,0
2,20,q,1.601455e-02,4.489627e-02,2.279325e-03,9.655500e-03,0,0
2,20,k,5.641583e-03,3.199772e-02,7.595118e-04,4.447876e-03,0,0
2,20,v,1.390282e-02,6.110836e-02,3.002457e-03,4.589201e-03,0,0
2,20,o,3.452713e-02,4.976153e-02,3.566590e-03,2.003086e-03,0,0
2,21,q,1.901510e-02,5.098529e-02,2.960740e-03,8.102378e-03,0,0
2,21,k,6.109319e-03,2.754352e-02,8.696005e-04,4.763103e-03,0,0
2,21,v,1.803877e-02,8.543463e-02,3.369136e-03,9.108137e-03,0,0
2,21,o,5.023253e-02,1.103073e-01,4.315437e-03,6.142319e-03,0,0
2,22,q,1.414652e-02,3.226610e-02,2.495248e-03,5.720066e-03,0,0
2,22,k,4.895085e-03,2.880377e-02,6.478856e-04,5.925579e-03,0,0
2,22,v,1.718490e-02,6.965688e-02,4.198906e-03,4.836264e-03,0,0
2,22,o,3.503204e-02,6.464761e-02,2.418564e-03,2.800928e-03,0,0
2,23,q,1.886915e-02,4.556929e-02,2.732579e-03,8.959762e-03,0,0
2,23,k,6.206597e-03,3.373249e-02,8.176907e-04,6.085132e-03,0,0
2,23,v,1.749257e-02,7.672296e-02,5.040180e-03,8.723601e-03,0,0
2,23,o,2.802135e-02,4.075205e-02,3.205180e-03,1.929406e-03,0,0
2,24,q,1.153191e-02,3.149487e-02,1.860849e-03,7.392002e-03,0,0
2,24,k,4.591761e-03,2.163912e-02,5.602327e-04,4.311379e-03,0,0
2,24,v,1.509097e-02,5.864994e-02,4.228869e-03,5.932201e-03,0,0
2,24,o,3.121333e-02,5.013531e-02,4.471475e-03,3.646854e-03,0,0
2,25,q,1.128019e-02,2.412601e-02,1.897690e-03,4.883604e-03,0,0
2,25,k,4.038216e-03,1.784105e-02,5.631465e-04,3.493047e-03,0,0
2,25,v,1.687023e-02,7.239430e-02,4.927122e-03,6.136880e-03,0,0
2,25,o,2.735867e-02,3.687675e-02,3.459734e-03,2.377584e-03,0,0
2,26,q,2.035982e-02,4.221304e-02,3.154316e-03,6.120796e-03,0,0
2,26,k,8.417183e-03,3.193096e-02,1.623473e-03,6.373723e-03,0,0
2,26,v,2.264260e-02,9.268500e-02,7.601045e-03,7.136580e-03,0,0
2,26,o,5.077372e-02,5.646540e-02,4.154709e-03,2.681573e-03,0,0
2,27,q,2.204995e-02,3.909902e-02,3.450663e-03,5.491486e-03,0,0
2,27,k,1.133016e-02,4.033622e-02,2.690856e-03,5.465579e-03,0,0
2,27,v,3.007748e-02,9.378153e-02,1.126629e-02,6.654717e-03,0,0
2,27,o,4.802166e-02,7.046578e-02,4.869332e-03,3.768544e-03,0,0
2,28,q,1.501552e-02,3.876444e-02,2.378999e-03,6.002167e-03,0,0
2,28,k,6.573981e-03,3.427119e-02,1.612578e-03,5.146362e-03,0,0
2,28,v,3.461434e-02,9.176344e-02,1.349285e-02,9.876899e-03,0,0
2,28,o,3.673110e-02,5.189556e-02,4.143647e-03,2.724905e-03,0,0
2,29,q,1.486650e-02,4.700358e-02,2.795257e-03,7.395803e-03,0,0
2,29,k,5.706693e-03,2.686601e-02,1.204611e-03,3.899410e-03,0,0
2,29,v,3.870639e-02,1.035692e-01,1.468367e-02,8.985600e-03,0,0
2,29,o,2.901724e-02,3.834991e-02,2.910973e-03,1.547191e-03,0,0
2,30,q,1.425585e-02,4.144497e-02,2.349367e-03,4.551899e-03,0,0
2,30,k,5.581186e-03,2.960896e-02,1.235516e-03,8.831547e-03,0,0
2,30,v,3.167121e-02,1.168180e-01,1.166848e-02,8.497497e-03,0,0
2,30,o,3.917173e-02,5.456319e-02,4.281719e-03,2.858691e-03,0,0
2,31,q,1.492905e-02,3.572253e-02,2.851861e-03,8.894294e-03,0,0
2,31,k,6.160726e-03,2.815628e-02,1.417683e-03,5.159484e-03,0,0
2,31,v,2.995056e-02,9.314241e-02,9.978963e-03,7.767332e-03,0,0
2,31,o,3.566947e-02,6.381142e-02,2.804312e-03,3.064173e-03,0,0
2,32,q,1.284041e-02,3.435566e-02,2.207423e-03,4.326305e-03,0,0
2,32,k,5.327081e-03,3.203424e-02,7.670038e-04,5.848346e-03,0,0
2,32,v,3.171000e-02,8.395544e-02,9.695774e-03,5.022155e-03,0,0
2,32,o,3.090093e-02,5.531353e-02,2.290765e-03,3.471810e-03,0,0
2,33,q,1.342103e-02,3.856064e-02,2.048460e-03,5.367325e-03,0,0
2,33,k,7.086808e-03,4.629650e-02,9.017478e-04,1.083979e-02,0,0
2,33,v,2.477767e-02,8.909233e-02,8.170955e-03,6.286312e-03,0,0
2,33,o,2.896879e-02,4.510931e-02,2.476731e-03,1.797478e-03,0,0
2,34,q,1.570200e-02,4.231350e-02,2.419951e-03,6.847450e-03,0,0
2,34,k,7.684793e-03,3.981893e-02,9.005008e-04,5.931557e-03,0,0
2,34,v,3.626429e-02,1.064974e-01,8.804579e-03,1.060194e-02,0,0
